,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
374,Port Hawkesbury,90,CA,1579248285,79,45.62,-61.35,27.0,18.34
375,Narok,69,KE,1579248285,63,-1.08,35.86,69.87,6.08
376,Ucluelet,92,CA,1579248286,91,48.93,-125.55,32.0,4.03
377,Manavalakurichi,0,IN,1579248286,62,8.13,77.3,87.8,8.05
378,Mount Pleasant,1,US,1579248286,37,32.79,-79.86,54.0,3.36
379,Sitka,90,US,1579248286,44,57.05,-135.33,17.6,5.82
380,Solnechnyy,20,RU,1579248286,95,50.72,136.63,-9.8,3.04
381,Coquimbo,44,CL,1579248286,82,-29.95,-71.34,60.8,4.7
382,Lambarene,99,GA,1579248287,82,-0.7,10.24,81.12,1.61
383,La Ronge,90,CA,1579248287,76,55.1,-105.28,-11.2,12.75
384,Ngaglik,63,ID,1579248287,56,-6.84,111.37,88.66,1.39
385,Assiut,30,EG,1579248287,76,27.18,31.18,51.8,11.41
386,Camargo,100,MX,1579248246,62,27.67,-105.17,60.55,2.59
387,Purranque,2,CL,1579248169,87,-40.92,-73.17,51.8,13.87
388,Hay River,20,CA,1579248288,73,60.82,-115.8,-32.8,2.24
389,College,1,US,1579248288,83,64.86,-147.8,1.4,2.04
390,Cumra,90,TR,1579248288,92,37.57,32.77,28.4,11.41
391,Abu Samrah,100,SY,1579248288,77,35.3,37.18,46.44,16.73
392,Trelew,0,AR,1579248288,24,-43.25,-65.31,60.46,9.13
393,Krasnoshchekovo,100,RU,1579248289,82,51.67,82.73,17.38,40.89
394,Manggar,100,ID,1579248289,76,-2.88,108.27,82.49,9.75
395,Kaseda,75,JP,1579248289,93,31.42,130.32,46.4,4.7
396,Rorvik,75,NO,1579248289,86,64.86,11.24,41.0,2.24
397,Teahupoo,20,PF,1579248289,65,-17.83,-149.27,82.4,6.93
398,Contamana,0,PE,1579248290,97,-7.33,-75.02,70.86,0.78
399,Pochutla,0,MX,1579248290,59,15.74,-96.47,81.34,8.25
400,Guerrero Negro,0,MX,1579248290,86,27.98,-114.06,57.42,14.36
401,Mackay,40,AU,1579248290,74,-21.15,149.2,78.8,1.12
402,Sabirabad,90,AZ,1579248290,100,40.01,48.48,39.2,3.04
403,Matveyevka,90,RU,1579248290,92,52.15,56.18,28.4,15.66
404,Lugo,25,ES,1579248291,100,43.0,-7.5,42.01,5.01
405,Stornoway,75,GB,1579248291,87,58.21,-6.39,42.8,25.28
406,Careiro da Varzea,40,BR,1579248291,100,-3.2,-59.81,78.8,3.36
407,Filimonovo,0,RU,1579248291,77,56.2,95.46,15.87,11.95
408,Fortuna,75,US,1579248291,81,40.6,-124.16,42.8,5.82
409,Baiao,97,BR,1579248291,99,-2.79,-49.67,72.9,2.06
410,Mafinga,91,TZ,1579248292,64,-7.25,35.07,79.99,3.98
411,San Patricio,53,MX,1579248292,83,19.22,-104.7,77.29,5.44
412,Yangi Marg`ilon,75,UZ,1579248292,74,40.43,71.72,37.4,2.24
413,Tilichiki,97,RU,1579248293,81,60.47,166.1,5.99,2.93
414,Lorengau,84,PG,1579248293,74,-2.02,147.27,84.58,24.79
415,Buchanan,20,LR,1579248293,94,5.88,-10.05,75.2,5.82
416,Nelson Bay,90,AU,1579248293,78,-32.72,152.15,73.4,13.87
417,Muros,20,ES,1579248293,87,42.78,-9.06,53.01,3.36
418,Houma,90,US,1579248195,77,29.6,-90.72,64.99,8.05
419,Rome,40,US,1579248251,72,43.21,-75.46,15.8,12.75
420,Medea,5,DZ,1579248294,93,36.26,2.75,37.4,2.24
421,Nova Praha,90,UA,1579248294,86,48.57,32.9,33.8,8.95
422,Greenville,1,US,1579248154,48,35.61,-77.37,46.4,12.75
423,Ulaangom,0,MN,1579248184,96,49.98,92.07,-10.98,0.92
424,Grand Island,90,US,1579248113,78,40.92,-98.34,19.99,12.75
425,Ayni,0,TJ,1579248295,61,39.39,68.54,15.58,1.01
426,Amapa,33,BR,1579248296,99,1.0,-52.0,70.84,1.36
427,Zaysan,88,KZ,1579248066,91,47.47,84.87,12.65,3.0
428,Port Hueneme,90,US,1579248296,93,34.15,-119.2,53.6,5.82
429,Ambovombe,1,MG,1579248296,37,-25.17,46.08,92.73,12.86
430,Mayo,75,US,1579248296,51,38.89,-76.51,36.0,20.8
431,Arkhangelsk,90,RU,1579248296,100,64.54,40.54,28.4,4.47
432,Kindu,74,CD,1579248297,53,-2.95,25.95,89.08,3.78
433,Adilabad,49,IN,1579248297,43,19.67,78.53,82.38,10.07
434,Gaevle,100,SE,1579248297,78,60.67,17.14,41.0,8.99
435,Beatrice,90,US,1579248297,67,40.27,-96.75,23.0,5.82
436,Alice Town,42,BS,1579248297,76,25.72,-79.3,74.37,14.2
437,Olga,0,RU,1579248297,53,43.74,135.29,23.07,16.06
438,Timmins,5,CA,1579248298,75,48.47,-81.33,-13.0,4.7
439,Kamenka,100,RU,1579248298,97,51.32,42.77,32.0,4.0
440,Vaitape,58,PF,1579248298,80,-16.52,-151.75,81.41,19.66
441,Aldan,100,RU,1579248298,95,58.6,125.39,1.45,8.05
442,Antofagasta,100,CL,1579248298,60,-23.65,-70.4,69.8,1.12
443,Narsaq,100,GL,1579248299,72,60.92,-46.05,17.6,10.29
444,Corrales,90,US,1579248299,100,35.24,-106.61,35.01,12.26
445,Liverpool,90,GB,1579248258,100,53.41,-2.98,46.0,4.7
446,Jacqueville,40,CI,1579248299,83,5.21,-4.41,82.4,4.7
447,Qui Nhon,0,VN,1579248076,73,13.77,109.23,76.15,9.89
448,Longonjo,23,AO,1579248300,65,-12.91,15.25,74.61,3.06
449,Ronda,20,ES,1579248082,87,36.74,-5.17,52.0,10.29
450,Ipixuna,100,BR,1579248300,100,-1.76,-48.8,75.2,2.24
451,Camacha,20,PT,1579248300,88,33.08,-16.33,62.6,8.05
452,Pinega,100,RU,1579248300,95,64.7,43.39,23.9,8.01
453,Lyuban,0,BY,1579248301,85,52.8,28.0,35.74,6.13
454,Iskateley,100,RU,1579248301,94,67.68,53.15,16.03,17.38
455,Harper,92,LR,1579248301,74,4.38,-7.72,83.05,3.96
456,Weligama,24,LK,1579248301,59,5.97,80.42,87.26,10.85
457,Ouro Preto do Oeste,100,BR,1579248301,90,-10.75,-62.22,72.18,0.6
458,Jardim,100,BR,1579248301,91,-21.48,-56.14,74.41,3.78
459,Puerto Leguizamo,100,CO,1579248302,91,-0.19,-74.78,72.81,1.57
460,San Andres,40,CO,1579248116,78,12.58,-81.7,82.4,16.11
461,Cascais,75,PT,1579248302,100,38.7,-9.42,55.99,4.7
462,Piacabucu,62,BR,1579248302,80,-10.41,-36.43,78.04,6.53
463,Ruzsa,90,HU,1579248303,100,46.29,19.75,28.0,2.24
464,Saint George,1,US,1579248303,59,37.1,-113.58,44.6,4.7
465,Shubarkuduk,96,KZ,1579248303,90,49.14,56.49,26.02,17.52
466,Killybegs,13,IE,1579248303,89,54.63,-8.45,35.01,4.0
467,Taltal,99,CL,1579248304,89,-25.4,-70.48,61.07,0.96
468,Moree,40,AU,1579248304,61,-29.47,149.85,78.8,4.7
469,Tvoroyri,42,FO,1579248304,81,61.56,-6.81,42.8,3.36
470,Riorges,100,FR,1579248300,76,46.04,4.05,50.0,8.05
471,Barra de Tecoanapa,0,MX,1579248304,75,16.52,-98.75,72.03,2.53
472,Shieli,0,KZ,1579248305,63,44.17,66.75,29.98,5.61
473,Anloga,20,GH,1579248305,94,5.79,0.9,78.8,3.36
474,Deori Khas,68,IN,1579248305,42,23.4,79.02,74.01,6.78
475,French Rocks,20,IN,1579248305,47,12.5,76.67,80.6,5.82
476,Rio Grande,0,BR,1579248306,95,-32.03,-52.1,53.01,10.58
477,Atar,0,MR,1579248306,17,20.52,-13.05,64.6,22.73
478,Petropavlovsk-Kamchatsky,40,RU,1579248306,78,53.05,158.65,8.6,4.47
479,Shimoda,75,JP,1579248306,71,34.67,138.95,50.0,8.05
480,Cumana,20,VE,1579248307,94,10.46,-64.18,77.0,7.14
481,Broome,90,US,1579248307,72,42.25,-75.83,19.0,19.46
482,Atoyac,75,MX,1579248307,59,20.02,-103.53,64.4,4.7
483,Santacruz,30,CO,1579248307,75,1.52,-77.26,60.87,2.33
484,Dangriga,25,BZ,1579248307,99,16.97,-88.23,71.01,19.48
485,Valdivia,1,CL,1579248307,100,-39.81,-73.25,41.0,1.12
486,Imbituba,40,BR,1579248308,68,-28.24,-48.67,68.0,9.17
487,Praia,71,CV,1579248308,64,14.92,-23.51,69.8,19.46
488,Ambilobe,100,MG,1579248308,62,-13.2,49.05,89.46,4.21
489,Thinadhoo,71,MV,1579248308,75,0.53,72.93,82.51,16.11
490,Chanderi,0,IN,1579248308,46,24.72,78.13,69.22,4.72
491,Adrar,0,MR,1579248308,21,20.5,-10.07,59.83,17.85
492,Mariani,42,IN,1579248309,61,26.67,94.33,70.63,3.96
493,Namikupa,15,TZ,1579248309,67,-10.83,39.6,86.61,4.45
494,Ormara,0,PK,1579248309,33,25.21,64.64,68.47,17.45
495,Port Macquarie,90,AU,1579248309,100,-31.43,152.92,75.99,6.93
496,Moskovskoye,0,RU,1579248309,65,45.28,41.91,32.0,6.71
497,Togur,100,RU,1579248310,92,58.36,82.83,21.81,14.52
498,Coahuayana Viejo,58,MX,1579248310,70,18.73,-103.68,70.84,3.22
499,Saint-Joseph,20,RE,1579248310,70,-21.37,55.62,86.0,9.17
500,Tashtyp,100,RU,1579248310,86,52.79,89.9,15.85,4.92
501,Kruisfontein,100,ZA,1579248310,88,-34.0,24.73,71.83,9.04
502,Tommot,100,RU,1579248311,95,58.96,126.29,6.44,5.21
503,Itarema,20,BR,1579248311,100,-2.92,-39.92,75.2,3.44
504,Udachny,69,RU,1579248311,76,66.42,112.4,-7.6,6.71
505,Yhu,100,PY,1579248311,94,-25.05,-55.92,69.06,6.53
506,Muisne,100,EC,1579248311,92,0.6,-80.03,75.54,6.98
507,Xichang,8,CN,1579248312,17,27.9,102.26,71.01,9.31
508,Lata,20,PT,1579248312,100,40.16,-8.33,53.01,3.36
509,Glenwood Springs,40,US,1579248312,85,39.55,-107.32,35.6,6.93
510,Williams Lake,90,CA,1579248312,83,52.14,-122.14,-9.4,3.36
511,Viedma,0,AR,1579248312,42,-40.81,-63.0,56.66,15.14
512,Jaguaribe,47,BR,1579248312,85,-5.89,-38.62,73.92,1.19
513,Buala,92,SB,1579248313,82,-8.14,159.59,79.83,9.15
514,Ryotsu,75,JP,1579248313,56,38.08,138.43,42.8,3.36
515,Batesville,20,US,1579248313,74,35.77,-91.64,37.99,14.99
516,Wanning,21,CN,1579248313,84,18.8,110.4,71.62,12.66
517,Baykit,100,RU,1579248314,93,61.67,96.37,9.14,6.06
518,Saint George's,20,GD,1579248314,78,12.06,-61.75,78.8,6.93
519,Los Llanos de Aridane,0,ES,1579248314,36,28.66,-17.92,60.8,8.05
520,Biu,0,NG,1579248314,21,10.61,12.19,78.42,12.12
521,Huanuco,64,PE,1579248314,88,-9.93,-76.24,43.77,3.47
522,Bac Lieu,75,VN,1579248055,50,9.29,105.72,88.32,13.71
523,Vestmannaeyjar,40,IS,1579248315,74,63.44,-20.27,35.6,20.8
524,Barrhead,54,GB,1579248315,86,55.8,-4.39,39.99,9.17
525,Tual,15,ID,1579248315,79,-5.67,132.75,84.07,12.24
526,Ponta Delgada,40,PT,1579248315,88,37.73,-25.67,62.6,12.75
527,Seymchan,100,RU,1579248316,96,62.88,152.43,-16.73,3.6
528,Sivas,31,TR,1579248316,67,39.79,37.0,21.2,13.87
529,Dali,0,CN,1579248316,42,25.7,100.18,58.33,7.92
530,Paramonga,44,PE,1579248316,93,-10.67,-77.83,67.73,8.57
531,Vigrestad,75,NO,1579248317,87,58.57,5.7,48.2,16.11
532,Mastic Beach,1,US,1579248317,49,40.77,-72.85,30.99,13.87
533,Hillsborough,75,US,1579248317,100,37.57,-122.38,45.0,6.82
534,Mildura,0,AU,1579248317,13,-34.2,142.15,82.99,10.29
535,Bonthe,27,SL,1579248317,77,7.53,-12.51,80.26,3.15
536,Angouleme,75,FR,1579248318,93,45.65,0.15,48.2,5.82
537,Anjozorobe,40,MG,1579248318,61,-18.4,47.87,78.8,4.7
538,Hong Gai,90,VN,1579248318,77,20.96,107.09,66.2,3.36
539,Bireun,80,ID,1579248318,79,5.2,96.7,75.67,3.91
540,Geraldton,49,AU,1579248318,48,-28.77,114.6,82.4,20.8
541,Hofn,100,IS,1579248318,72,64.25,-15.21,39.65,19.13
542,Port Moresby,40,PG,1579248319,59,-9.44,147.18,91.4,14.99
543,Karabuk,20,TR,1579248319,61,41.2,32.63,32.0,5.82
544,Araxa,94,BR,1579248319,88,-19.59,-46.94,71.6,13.87
545,Maceio,20,BR,1579248319,94,-9.67,-35.74,73.4,4.7
546,Ngunguru,0,NZ,1579248319,79,-35.62,174.5,63.0,1.99
547,Tambong,5,PH,1579248319,88,12.96,121.48,79.81,4.18
548,San Rafael,0,AR,1579248047,34,-34.62,-68.33,60.8,1.7
549,Ubon Ratchathani,0,TH,1579248320,32,15.22,104.85,93.2,6.93
550,San Ramon,75,US,1579248304,100,37.78,-121.98,45.0,5.97
551,Chifeng,2,CN,1579248320,41,42.27,118.96,16.21,3.13
552,Bandarbeyla,81,SO,1579248320,70,9.49,50.81,76.71,25.37
553,Wapakoneta,90,US,1579248321,73,40.57,-84.19,23.0,8.05
554,Machali,3,CL,1579248321,30,-34.18,-70.67,57.31,1.48
555,Ailigandi,99,PA,1579248321,95,9.23,-78.02,75.27,7.16
556,Pabbi,40,PK,1579248321,38,34.01,71.8,59.0,4.7
557,Dzerzhinskoye,23,RU,1579248321,81,56.83,95.23,16.43,6.98
558,Nizhniy Tsasuchey,100,RU,1579248322,81,50.52,115.13,3.33,2.77
559,Beloha,0,MG,1579248322,31,-25.17,45.05,97.2,4.5
560,Oga,5,IT,1579248322,85,46.46,10.35,37.99,3.36
561,Notre-Dame-du-Lac,75,CA,1579248322,77,47.61,-68.8,1.99,18.34
562,Ebensee,20,AT,1579248322,100,47.81,13.78,33.01,2.24
563,Karratha,51,AU,1579248050,82,-20.74,116.85,84.4,22.39
564,Durusu,75,TR,1579248323,81,41.31,28.68,46.4,21.92
565,Folldal,100,NO,1579248323,95,62.13,10.0,27.5,10.27
566,Ushumun,0,RU,1579248323,95,52.78,126.53,-7.85,4.18
567,Richards Bay,0,ZA,1579248323,81,-28.78,32.04,80.58,19.64
568,Penzance,40,GB,1579248323,87,50.12,-5.54,46.0,23.04
569,Jinxiang,5,CN,1579248323,58,22.86,115.7,63.0,1.99
570,Zeya,20,RU,1579248324,97,53.75,127.27,-15.9,4.09
571,Villarrica,100,PY,1579248324,86,-25.75,-56.43,68.59,7.23
572,Noumea,0,NC,1579248324,74,-22.28,166.46,82.99,21.92
573,Wajir,67,KE,1579248324,14,1.75,40.06,92.93,13.11
